BillID,Type,Title,Status,Summary,Category_Label
118-hr42,hr,Coretta Scott King Mid-Decade Redistricting Prohibition Act of 2023,Referred to the House Committee on the Judiciary.," <p><strong>Coretta Scott King Mid-Decade Redistricting Prohibition Act of </strong><b>2023</b></p> <p> This bill prohibits a state where the congressional districts have been redistricted after a decennial census from carrying out another redistricting until after the next apportionment of Representatives following a decennial census, unless a court requires the state to conduct a subsequent redistricting to comply with the Constitution or enforce the Voting Rights Act of 1965. </p> <p>The bill is applicable to any congressional redistricting which occurs after the regular decennial census conducted during 2020.</p>",1
118-hr44,hr,Kalief’s Law,Referred to the House Committee on the Judiciary.," <p><strong></strong><b>Effective and Humane Treatment of Youth Act of 2023 or Kalief's Law </b></p> <p>This bill establishes requirements for the treatment of youth in the criminal justice system at the federal, state, and local levels. A <em>youth</em> is an individual who is 21 years of age or younger.</p> <p>At the federal level, the bill </p> <ul> <li>requires federal law enforcement officers to record youth custodial interrogations,</li> <li>limits the use of solitary confinement for youth at federal facilities, and </li> <li>limits the use of restraints on youth during federal court proceedings.</li> </ul> <p>At the state and local levels, the bill places conditions on existing grants and establishes a new grant to incentivize the implementation of similar policies with respect to youth. </p> <p>First, the bill reauthorizes the Juvenile Accountability Block Grant program for FY2023-FY2027. To be eligible for grant funds, state and local governments must implement policies that, with respect to youth, provide a right to speedy trial, provide a right to timely bail consideration, and restrict the use of solitary confinement.</p> <p>Second, a state or local government that receives funding under the Edward Byrne Memorial Justice Assistance Grant program or the Community Oriented Policing Services program must implement policies and training on police-youth interaction. </p> <p>Third, the bill directs the Department of Justice to award grants to help state and local governments record youth custodial interrogations.</p>",0
118-hr46,hr,Mental Health Access and Gun Violence Prevention Act of 2023,"Referred to the Committee on Energy and Commerce, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."," <p><b>Mental Health Access and Gun Violence Prevention Act of </b><b>2023</b></p> <p>This bill authorizes FY2024 appropriations for the Department of Justice, the Department of Health and Human Services, and the Social Security Administration to (1) increase access to mental health care treatment and services, and (2) promote reporting of mental health information to the National Instant Criminal Background Check System. (This system is used to query federal, state, local, tribal, and territorial criminal history record information and other records to determine an individual's eligibility to receive, transfer, or possess firearms.)</p>",0
118-hr48,hr,Gun Violence Reduction Resources Act of 2023,Referred to the House Committee on the Judiciary.," <p><b>Gun Violence Reduction Resources Act of 2023</b></p> <p>This bill authorizes the Department of Justice to hire 200 additional agents and investigators for the Bureau of Alcohol, Tobacco, Firearms and Explosives.</p>",0
118-hr50,hr,Terry Technical Correction Act,Referred to the House Committee on the Judiciary.," <p><b>Terry Technical Correction Act</b></p> <p>This bill broadens the scope of crack cocaine offenders who are eligible for a retroactive sentencing reduction under the First Step Act of 2018.</p> <p>The First Step Act made the Fair Sentencing Act of 2010 retroactive and authorized sentencing reductions for certain crack cocaine offenders convicted and sentenced before the Fair Sentencing Act became effective. Under current law, crack cocaine offenders whose conduct triggered a mandatory minimum sentence are eligible for a retroactive sentencing reduction under the First Step Act. However, in 2021, the Supreme Court held in <i>Terry v. United States</i> that low-level crack cocaine offenders whose conduct did not trigger a mandatory minimum sentence are not eligible for a retroactive sentencing reduction under the First Step Act.</p> <p>This bill extends eligibility for a retroactive sentencing reduction under the First Step Act to all crack cocaine offenders convicted and sentenced before the Fair Sentencing Act became effective, including low-level offenders whose conduct did not trigger a mandatory minimum sentence. </p>",2
118-hr52,hr,Kimberly Vaughan Firearm Safe Storage Act,"Referred to the Committee on the Judiciary, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."," <p><strong>Kimberly Vaughan Firearm Safe Storage Act</strong></p> <p>This bill directs the Department of Justice (DOJ) to establish voluntary best practices for safe firearm storage solely for the purpose of public education. DOJ must give at least 90 days public notice and afford an opportunity for a hearing before establishing such best practices.</p> <p>The bill authorizes DOJ to award grants for the development, implementation, and evaluation of Safe Firearm Storage Assistance Programs. </p> <p>The bill also provides for a new tax credit through 2030 for 10% of amounts received from the retail sale of a safe firearm storage device for use in the United States.</p>",0
118-hr54,hr,Federal Prison Bureau Nonviolent Offender Relief Act of 2023,Referred to the House Committee on the Judiciary.," <p><b>Federal Prison Bureau Nonviolent Offender Relief Act of 2023</b> <p>This bill establishes a new early release option for certain federal prisoners. </p> <p>Specifically, the Bureau of Prisons must release early an offender who has completed at least half of his or her sentence if such offender has attained age 45, has never been convicted of a crime of violence, and has not received any institutional disciplinary violations.",0
118-hr55,hr,Preventing Vigilante Stalking that Stops Women’s Access to Healthcare and Abortion Rights Act of 2022,Referred to the House Committee on the Judiciary.," <p><strong></strong><b>Preventing Vigilante Stalking that Stops Women's Access to Healthcare and Abortion Rights Act of 2022</b></p> <p>This bill increases the maximum prison term for a stalking offense, if the offense is committed with the intent to obtain an individual's health care information or prevent an individual's health care decisions.</p>",1
118-hr56,hr,RAISE Act of 2023,Referred to the House Committee on the Judiciary.," <p><b>Reforming Alternatives to Incarceration and Sentencing to Establish a Better Path for Youth Act of 2023 or the RAISE Act of 2023</b></p> <p>This bill modifies requirements and procedures related to the sentencing, confinement, and release of youth who are involved in the federal criminal justice system. The term <em>youth</em> means an individual who is prosecuted or sentenced for a criminal offense committed at age 21 or younger.</p> <p>The bill modifies federal sentencing options for youth, including by allowing courts </p> <ul> <li>to depart from the statutory mandatory minimum for certain nonviolent offenses, </li> <li>to reduce the prison term of a youth who has completed 20 years of the sentence, and </li> <li>to treat as discretionary a sentence of imprisonment for life. </li> </ul> <p>Additionally, it requires the Bureau of Prisons to separately designate youth correctional facilities, minimize contact between youth and other offenders, and establish programs regarding youth education, skills training, reentry, and mental and emotional health.</p> <p>Finally, the bill promotes reentry and reintegration into the community, including by</p> <ul> <li>providing an early release option for youth offenders who complete one half or more of their prison term and meet certain criteria; </li> <li>authorizing home confinement for a longer period of time; </li> <li>limiting the maximum prison term for technical violations of probation; </li> <li>establishing pilot programs for mentorship, government service, and animal service; and </li> <li>establishing pilot programs for diversion of high-risk, victimized, and primary caretaker youth. </li> </ul>",0
118-hr57,hr,Protecting Personal Data from Foreign Adversaries Act,"Referred to the Committee on Foreign Affairs, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."," <p><strong>Protecting Personal Data from Foreign Adversaries Act</strong></p> <p>This bill authorizes sanctions and other prohibitions relating to software that engages in user data theft on behalf of certain foreign countries or entities. </p> <p>The President may regulate or prohibit transactions using software that engages in the theft or unauthorized transmission of user data and provides access to such data to (1) a communist country, (2) the Chinese Communist Party (CCP), (3) a foreign adversary, or (4) a state sponsor of terrorism. </p> <p>The President may also impose visa- and property-blocking sanctions on developers and owners of software that makes unauthorized transmissions of user data to servers located in China that are accessible by China's government or the CCP.</p> <p>The Department of State shall report to Congress a determination regarding whether WeChat or TikTok fall within certain regulations and prohibitions, including those provided under this bill. (WeChat and TikTok are software programs developed by China-based companies.)</p>",0
118-hr60,hr,Accidental Firearms Transfers Reporting Act of 2023,Referred to the House Committee on the Judiciary.," <p><b>Accidental Firearms Transfers Reporting Act of 2023 </b></p> <p>This bill requires the Federal Bureau of Investigation (FBI) to report to Congress on the number of firearm transfers where (1) a licensed gun dealer submits a background check through the National Instant Criminal Background Check System (NICS), (2) NICS fails to respond within three business days, and (3) the licensed gun dealer completes the transfer.</p> <p>The FBI must also report on the procedures followed once the transferee is discovered to be ineligible. </p>",2
118-hr61,hr,Leading Against White Supremacy Act of 2023,Referred to the House Committee on the Judiciary.," <p><b>Leading Against White Supremacy Act of 2023</b></p> <p>This bill expands federal hate crime offenses to include acts motivated by white supremacy.</p> <p>The bill also establishes a standard for determining whether a person engaged in a white supremacy inspired hate crime, sets forth the elements of related conspiracies, and authorizes the Department of Justice to investigate, prosecute, and maintain records of white supremacy inspired hate crimes and related conspiracies.</p>",0
118-hr62,hr,SHIELD Act,"Referred to the Committee on Energy and Commerce, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."," <p><b>Safeguard Healthcare Industry Employees from Litigation and Distress Act or the SHIELD Act</b></p> <p>This bill establishes a framework to limit interference with persons seeking to provide or access reproductive health services at the state level. </p> <p>For the purposes of this summary, interference with persons seeking to provide or access reproductive health services includes acts to prevent, restrict, impede, or retaliate against</p> <ul> <li>a health care provider who provides reproductive health care services,</li> <li>any person or entity who helps health care providers to provide such services, </li> <li>any person who seeks to access such services, or </li> <li>any person or entity who helps another person to access such services.</li> </ul> <p>First, the bill reduces the allocation of funds under certain law enforcement grant programs for a state that has in effect a law authorizing state or local officers or employees to interfere with persons seeking to provide or access reproductive health services.</p> <p>Second, the bill prohibits interference with persons seeking to provide or access reproductive health care services</p> <ul> <li>by state or local officers or employees acting under color of law in any manner that would have a discriminatory effect on a woman, and </li> <li>by persons who are not state or local officers or employees and are attempting to implement or enforce a state law in circumstances affecting interstate commerce. </li> </ul> <p>The bill authorizes civil remedies for a violation, including damages and injunctive relief. Additionally, it authorizes criminal penalties for a violation involving the use of a deadly or dangerous weapon or the infliction of bodily injury.</p>",0
118-hr63,hr,GRACE Act,Referred to the House Committee on the Judiciary.," <p><b>Grant Relief for American Children's Elevation Act of 2023 or the GRACE Act</b></p> <p>This bill establishes that an <i>exceptional and extremely unusual hardship</i> includes a hardship resulting from a removal (or deportation) that separates the individual subject to removal from a family member who is a U.S. citizen, a lawful permanent resident, or lawfully admitted into the United States.</p> <p>Under current law, the Department of Homeland Security may cancel the removal of a non-U.S. national (<i>alien</i> under federal law) if the removal would result in an exceptional and extremely unusual hardship to an immediate relative who is a U.S. citizen or lawful permanent resident.</p>",2
118-hr64,hr,David’s Law,Referred to the House Committee on the Judiciary.," <p><strong></strong><b>David Ray Hate Crimes Prevention Act of 2022</b> <strong>or David&rsquo;s Law</strong></p> <p>This bill adds hate crime offenses and penalties to the criminal civil rights statute that prohibits interference with federally protected activities. Current law already prohibits and penalizes similar offenses under the criminal civil rights statute that prohibits hate crime offenses. </p> <p>Additionally, the bill authorizes state and local grants to combat hate crimes committed by juveniles. It also authorizes the Department of the Treasury and the Department of Justice to hire additional personnel to prevent and respond to alleged criminal civil rights offenses involving interference with federally protected activities.</p> <p>Finally, the bill directs the U.S. Sentencing Commission to study whether it is appropriate to provide a sentencing enhancement for adult defendants who recruit minors to commit hate crime offenses.</p>",1
118-hr135,hr,No Pay Raise for Congress Act,"Referred to the Committee on House Administration, and in addition to the Committee on Oversight and Accountability, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.", <p><b>No Pay Raise for Congress Act</b></p> <p>This bill cancels the automatic adjustment to the pay of Members of Congress that is based on the employment cost index if the Congressional Budget Office determines that there was a federal budget deficit in the last fiscal year.</p>,4
118-hr136,hr,HELD Act,Referred to the House Committee on the Judiciary.," <p><b>Help Ensure Legal Detainers Act or the HELD Act</b></p> <p>This bill prohibits the use of federal funds by a state or local subdivision that has in effect a law, policy, or procedure that prevents or impedes </p> <ul> <li> a timely response to a request by the Department of Homeland Security for information about an alien in custody, including the alien's estimated release date; or </li> <li> compliance with a detainer request.</li> </ul>",0
118-hr141,hr,No Pay for Disarray Act,"Referred to the Committee on House Administration, and in addition to the Committee on Oversight and Accountability, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.", <p><b>No Pay for Disarray Act</b></p> <p>This bill eliminates one day of pay for each Member of the House of Representatives for any day of a Congress during which no Speaker has been elected.</p>,3
118-hr160,hr,SALT Fairness Act of 2023,Referred to the House Committee on Ways and Means., <p><b>SALT Fairness Act of 2023</b></p> <p>This bill repeals the temporary restrictions in taxable years 2018 through 2025 on the deductibility of state and local taxes.</p>,2
118-hr161,hr,Prioritizing Troops Over Tax Collectors Act of 2023,"Referred to the Committee on Ways and Means, and in addition to the Committee on Armed Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."," <p> <strong>Prioritizing Troops Over Tax Collectors Act of 2023</strong></p> <p>This bill establishes the rate of basic pay for a member of the uniformed services at the minimum amount of $31,200. It transfers unobligated amounts made available to the Internal Revenue Service (IRS) by the Inflation Reduction Act of 2022 for enforcement activities to pay for the increase in basic pay.</p> <p>The bill also prohibits the IRS from hiring additional employees until the increase in the rate of basic pay is implemented.</p>",2
118-hr193,hr,TRADES Act,Referred to the House Committee on Education and the Workforce.," <p><strong>Teach Relevant Apprenticeships to Drive Economic Success Act or the TRADES Act</strong></p> <p>This bill provides statutory authority for federal regulations titled <i>Apprenticeship Programs, Labor Standards for Registration, Amendment of Regulations</i>, originally published by the Department of Labor on March 11, 2020, and later rescinded on November 25, 2022.</p> <p>The rules permit the Department of Labor's Office of Apprenticeship to recognize qualified third-party entities, known as Standards Recognition Entities (SREs), which then evaluate and recognize Industry-Recognized Apprenticeship Programs (IRAPs).</p>",0
118-hr201,hr,Voluntary School Prayer Protection Act of 2023,Referred to the House Committee on Education and the Workforce.," <p><b>Voluntary School Prayer Protection Act of 2023</b></p> <p>This bill prohibits the Department of Education (ED) from providing funding for public schools that restrict voluntary school prayer.</p> <p>Specifically, the bill prohibits ED from providing funds to state or local educational agencies with policies that deny, or effectively prevent, individuals from voluntarily participating in public school prayer that is constitutionally protected.</p>",0
118-hr202,hr,States’ Education Reclamation Act of 2023,Referred to the House Committee on Education and the Workforce.," <p><b>States' Education Reclamation Act of </b><strong></strong><b>2023</b></p> <p>This bill abolishes the Department of Education (ED) and repeals any program for which it has administrative responsibility.</p> <p>The Department of the Treasury shall provide grants to states, for FY2023-FY2031, for elementary, secondary, and postsecondary education purposes permitted by state law. The level of funding is set at the amount provided to states for federal elementary and secondary education programs and the amount provided for federal postsecondary education programs, respectively, for FY2023, minus the funding provided for education programs that the bill transfers to other federal agencies. </p> <p>States must contract for an annual audit of their expenditures or transfers of grant funds.</p> <p>Program administrative responsibility and delegation of authority are transferred as follows:</p> <ul> <li>ED's job training programs to the Department of Labor,</li> <li>each special education grant program under the Individuals with Disabilities Education Act to the Department of Health and Human Services (HHS),</li> <li>ED's Indian education programs to the Department of the Interior,</li> <li>each Impact Aid program under the Elementary and Secondary Education Act of 1965 to the Department of Defense,</li> <li>the Federal Pell Grant program and each federal student loan program to Treasury, and </li> <li>programs under the jurisdiction of the Institute of Education Sciences or the D.C. Opportunity Scholarship Program to HHS.</li> </ul>",0
118-hr203,hr,No Hires for the Delinquent IRS Act,Referred to the House Committee on Ways and Means.," <p> <strong>No Hires for the Delinquent IRS Act </strong></p> <p>This bill prohibits the hiring of additional Internal Revenue Service (IRS) employees until the Department of the Treasury publicly issues a written certification that the IRS does not employ any individual who has a seriously delinquent tax debt (i.e., an outstanding tax debt for which a notice of lien has been filed in public records).</p>",2
118-hr221,hr,PROPEL Act,Referred to the House Committee on Education and the Workforce.," <p><b>Professional Pell Education Learning Act or the PROPEL Act</b></p> <p>This bill expands student eligibility for Pell Grants by allowing students to use these grants for enrollment in educational programs that consist of vocational or technical training, flight training, apprenticeship, or other on-job training. In addition, the bill expands institutional eligibility under the Federal Pell Grant program, including by allowing these vocational and training programs to be unaccredited.</p>",0
118-hconres6,hconres,Reclaiming Congress’s Constitutional Mandate in Trade Resolution,"Referred to the Committee on Rules, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."," <p><b>Reclaiming Congress's Constitutional Mandate in Trade Resolution</b></p> <p>This concurrent resolution establishes (1) a Joint Ad Hoc Committee on Trade Responsibilities to develop a plan under which the functions and responsibilities of the Office of the United States Trade Representative (USTR) shall be moved to the legislative branch, and (2) a Congressional Advisory Board on Trade Responsibilities to advise the committee in its development of the plan.</p> <p>The USTR and the other heads of executive branch offices must make available to the committee and the board such information and assistance as the entities may reasonably require to carry out their activities.</p>",3
118-hres8,hres,"Impeaching Alejandro Nicholas Mayorkas, Secretary of Homeland Security, for high crimes and misdemeanors.",Referred to the House Committee on the Judiciary.," <p>This resolution impeaches Alejandro Mayorkas, Secretary of Homeland Security, for high crimes and misdemeanors.</p>",1
118-hres13,hres,Stay on Schedule (S.O.S.) Resolution,Referred to the House Committee on Rules., <p><b>Stay on Schedule (S.O.S.) Resolution</b></p> <p>This resolution makes it out of order for the House to consider a concurrent resolution for its adjournment during any day in August of a calendar year unless it has passed by July 31 each of the regular appropriation bills for the fiscal year beginning on October 1.</p>,3
118-hr43,hr,Rural Broadband Window of Opportunity Act,Referred to the House Committee on Energy and Commerce.," <p><b>Rural Broadband Window of Opportunity Act</b></p> <p>This bill requires the Federal Communications Commission to prioritize the processing of applications for certain rural broadband expansion projects that are located in areas with the shortest construction seasons (e.g., areas with long winters and heavy snowfall).</p>",0
118-hr67,hr,Small Business Flexibility Act,Referred to the House Committee on Education and the Workforce.,"<p><strong>Small Business Flexibility Act</strong></p><p>This bill provides statutory authority for the pooling of tips among two pools of employees. The first pool consists of employees who customarily and regularly receive tips (as is permitted under the current statute). The second pool consists of (1) employees who customarily and regularly receive tips and are paid at least minimum wage, and (2) employees who do not customarily and regularly receive tips. &nbsp;</p>",2
118-hr69,hr,NOSHA Act,Referred to the House Committee on Education and the Workforce.," <p><strong>Nullify Occupational Safety and Health Administration Act or the NOSHA Act</strong></p> <p>This bill abolishes the Occupational Safety and Health Administration (OSHA). OSHA, which is part of the Department of Labor, sets and enforces workplace safety and health standards and provides related training, outreach, education, and assistance.</p>",0
118-hr72,hr,"To prohibit the use of Federal funds to maintain or collect information that can be used to identify any individual to whom a COVID-19 vaccine is administered, and for other purposes.",Referred to the House Committee on Energy and Commerce.," <p>This bill prohibits the use of federal funds to maintain a database or collect information that can be used to identify an individual's COVID-19 (i.e., coronavirus disease 2019) vaccination status.</p>",0
118-hr73,hr,No Pro-Abortion Task Force Act,Referred to the House Committee on Energy and Commerce.," <p><strong>No Pro-Abortion Task Force Act</strong></p> <p>This bill prohibits federal funding of the Reproductive Healthcare Access Task Force.</p> <p>The Department of Health and Human Services launched the task force on January 21, 2022, to identify and coordinate departmental activities related to accessing sexual and reproductive health care.</p>",0
118-hr74,hr,"To prohibit the use of Federal funds to propose, establish, implement, or enforce any requirement that an individual wear a mask or other face covering, or be vaccinated, to prevent the spread of COVID-19, and for other purposes.",Referred to the House Committee on Energy and Commerce.," <p>This bill prohibits the use of federal funds to implement or enforce mandates that require individuals to wear face coverings or receive vaccinations to prevent the spread of COVID-19 (i.e., coronavirus disease 2019).</p> <p>The bill provides for an exception that applies in health care settings.</p>",0
118-hr75,hr,Prescription Freedom Act of 2023,Referred to the House Committee on Energy and Commerce.," <p><b>Prescription Freedom Act of 2023</b></p> <p>This bill generally eliminates the authority of the Food and Drug Administration (FDA) to require that a drug be dispensed only with a prescription. However, the FDA may continue to require a prescription for any drug intended for terminating a pregnancy.</p>",1
118-hr76,hr,Health Coverage Choice Act,Referred to the House Committee on Energy and Commerce.," <p><b>Health Coverage Choice Act</b></p> <p>This bill provides statutory authority for the Department of Treasury, the Department of Labor, and the Department of Health and Human Services rule dated August 3, 2018, regarding short-term, limited-duration health insurance plans. That rule increases the maximum authorized duration of such plans from less than 3 months (including renewals) to an initial maximum duration of less than 12 months (with a total duration of up to 36 months, including renewals). </p>",0
118-hr77,hr,To amend the Public Health Service Act to provide for cooperative governing of individual health insurance coverage.,Referred to the House Committee on Energy and Commerce.," <p>This bill establishes which state law governs health insurers offering coverage in multiple states. Specifically, the bill provides that the laws of a state designated by a health insurer (primary state) apply to individual health insurance coverage offered by that insurer in any other state (secondary state) if the coverage, states, and insurer comply with the conditions of this bill. Insurers are exempted from any secondary state's laws that would prohibit or regulate the operation of the insurer in that state. The primary state is given sole jurisdiction to enforce its covered laws in any secondary state.</p> <p>The Government Accountability Office must study the effect of this bill on specified health insurance issues.</p>",0
118-hr80,hr,"To terminate the designation of the Islamic Republic of Pakistan as a major non-NATO ally, and for other purposes.",Referred to the House Committee on Foreign Affairs.," <p>This bill removes Pakistan's designation as a major non-NATO ally, a status that allows for various benefits such as access to excess U.S. defense supplies and participation in cooperative defense research and development projects. </p> <p>The President may not redesignate Pakistan a major non-NATO ally without certifying that the country has taken various actions against the Haqqani Network, including continuing to conduct military actions against the Taliban-affiliated group and prosecuting its leaders. </p>",0
118-hr81,hr,Stop Imposing Woke Ideology Abroad Act,Referred to the House Committee on Foreign Affairs.," <p><b>Stop Imposing Woke Ideology Abroad Act</b></p> <p>This bill prohibits using federal funds for the Department of State's Special Representative for Racial Equity and Justice. (The special representative's duties include leading the State Department's efforts to combat systemic racism and discrimination around the world.)</p> <p>The bill also prohibits using federal funds to implement the State Department's Equity Action Plan. (The plan outlines actions and metrics related to addressing issues of equity, including racial equity, in the State Department's foreign affairs mission.)</p>",0
118-hr93,hr,Protecting Businesses From Frivolous COVID Lawsuits Act of 2023,Referred to the House Committee on the Judiciary.," <p><b>Protecting Businesses From Frivolous COVID Lawsuits Act of 2023</b></p> <p>This bill requires a specific jury instruction in a federal civil action for damages based on negligence arising from the transmission of COVID-19.</p> <p>Specifically, a court must instruct the jury that negligence may not be found solely on the basis of holding oneself open for business.</p>",0
118-hr101,hr,Return to Work Act,Referred to the House Committee on Oversight and Accountability.," <p><b>Return to Work Act</b></p> <p>This bill requires the head of each executive agency to reinstate the telework policies in use by that agency on December 31, 2019.</p>",2
118-hr102,hr,Space Research Innovation Act,"Referred to the House Committee on Science, Space, and Technology."," <p><b>Space Research Innovation Act</b></p> <p>This bill directs the National Aeronautics and Space Administration (NASA) to establish a university-affiliated research center to fund analyses and engineering support related to cis-lunar and deep-space missions and interplanetary research. Entities eligible to participate in the center include institutions of higher education, operators of federally funded research and development centers, and nonprofit research institutions.</p>",0
118-hr108,hr,Small Business Prosperity Act of 2023,Referred to the House Committee on Ways and Means.," <p><strong>Small Business Prosperity Act of 2023</strong></p> <p>This bill modifies the tax deduction for qualified business income to (1) make such deduction permanent, (2) limit to 21% the top tax rate on qualified business income, (3) repeal the limitation on the deduction based on amount of wages paid, and (4) revise the definition of <em>qualified trade or business</em> to mean any trade or business other than the trade of business of performing services as an employee. </p> <p>The bill provides that a change in the organizational structure of a corporation is not a taxable event if there is no change among the owners, their ownership interests, or the assets of the organization, </p> <p>The bill repeals the estate tax&nbsp;after 2022.</p>",2
118-hr116,hr,Pregnant Women Health and Safety Act of 2023,"Referred to the Committee on the Judiciary, and in addition to the Committee on Energy and Commerce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."," <p><strong></strong><b>Pregnant Women Health and Safety Act of 2023</b></p> <p>This bill establishes requirements for physicians who perform abortions and abortion clinics.</p> <p>Specifically, the bill requires a physician who performs an abortion (1) to have admitting privileges at a nearby hospital; and (2) at the time of the abortion, to notify the patient of the hospital location where the patient can receive follow-up care if complications arise.</p> <p>A physician who fails to comply is subject to criminal penalties&#8212;a fine, a prison term of up to two years, or both. A woman who undergoes an abortion may not be prosecuted.</p> <p>The bill also requires an abortion clinic, in order to receive federal funds or assistance, to (1) be licensed by the state in which it is located, and (2) be in compliance with federal standards for ambulatory surgical centers. </p>",2
118-hr117,hr,"To prohibit any entity that receives Federal funds from the COVID relief packages from mandating employees receive a COVID-19 vaccine, and for other purposes.","Referred to the Committee on Oversight and Accountability, and in addition to the Committee on Energy and Commerce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.", <p>This bill prohibits any entity that receives specified COVID-19 relief funds from mandating COVID-19 vaccines for its employees. An entity that violates this prohibition must return the funding it received.</p>,0
118-hr118,hr,No Vaccine Passports Act,"Referred to the Committee on Oversight and Accountability, and in addition to the Committee on House Administration, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."," <p><strong>No Vaccine Passports Act</strong></p> <p>This bill prohibits certain actions related to vaccine passports and proof of COVID-19 vaccination.</p> <p>Specifically, a federal agency may not issue a vaccine passport, vaccine pass, or other standardized documentation for the purpose of certifying the COVID-19 vaccination status of a U.S. citizen to a third party, or otherwise publish or share any COVID-19 vaccination record of a U.S. citizen or similar health information.</p> <p> Additionally, proof of COVID-19 vaccination shall not be required to access federal or congressional property or services. </p>",0
118-hr154,hr,Securing our Elections Act of 2023,Referred to the House Committee on House Administration.," <p><b>Securing our Elections Act of 2023</b></p> <p>This bill establishes certain photo identification requirements for voting in federal elections.</p> <p>Specifically, the bill prohibits a state or local election official from providing a ballot for a federal election to an individual who does not present valid photo identification.</p> <p>Next, the bill outlines the availability of provisional ballots and the requirements for counting those ballots. In particular, an individual who does not present a valid photo identification must be permitted to cast a provisional ballot. However, an election official may not determine that the individual is eligible under state law to vote in the election unless, not later than three days after casting the provisional ballot, the individual presents (1) the identification required, or (2) an affidavit attesting that the individual does not possess the identification because of a religious objection to being photographed.</p> <p>An election official may not allow for voting methods other than in-person voting unless the individual submits the ballot with (1) a copy of their photo identification, or (2) the last four digits of their Social Security number with an affidavit attesting that the individual is unable to obtain a copy of a valid photo identification after making reasonable efforts to obtain a copy. This prohibition shall not apply to overseas military voters.</p> <p>The bill also requires an election official to provide an individual with a valid photo identification without charge if that individual presents an affidavit attesting to an inability to afford or otherwise obtain a valid photo identification.</p>",0
118-hr168,hr,"To amend chapter 44 of title 18, United States Code, to more comprehensively address the interstate transportation of firearms or ammunition.",Referred to the House Committee on the Judiciary.," <p>This bill revises criminal provisions related to the interstate transportation of firearms and ammunition. <p>An individual may transport a firearm between two places (e.g., states) where it is legal to possess, carry, or transport the firearm. During transport, the firearm must be unloaded and secured or securely stored. <p>Additionally, an individual may transport ammunition, or a detachable magazine or feeding device, between two places where it is legal to possess, carry, or transport the ammunition, magazine, or feeding device. During transport, the ammunition, magazine, or feeding device must not be loaded into a firearm and must be securely stored. <p>The term<em> transport </em>includes staying in temporary lodging overnight; stopping for food, fuel, vehicle maintenance, an emergency, or medical treatment; and any other activities that are incidental to the transportation. It does not include transportation related to certain crimes. <p>The bill prohibits the arrest or detention of an individual for a state or local firearm or ammunition violation unless there is probable cause to believe the individual failed to comply with the provisions of this bill.",2
118-hr169,hr,"To direct the United States Postal Service to designate a single, unique ZIP Code for Fairlawn, Virginia, and for other purposes.",Referred to the House Committee on Oversight and Accountability.," <p>This bill requires the U.S. Postal Service to designate a single, unique ZIP Code applicable to Fairlawn, Virginia.</p>",2
118-hr173,hr,Home Defense and Competitive Shooting Act of 2023,"Referred to the Committee on Ways and Means, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.", <p><strong>Home Defense and Competitive Shooting Act of 2023</strong></p> <p>This bill removes short-barreled rifles (barrels of less than 16 inches in length) from the definition of firearms for purposes of the National Firearms Act. It also eliminates the prohibition on the transportation of such rifles in interstate commerce and treats persons who acquire or possess a short-barreled rifle as meeting the registration or licensing requirements for such rifle where such requirements are determined by reference to the National Firearms Act. </p> <p>The bill preempts state or local laws that impose a tax or recordkeeping requirements on short-barreled rifles. </p> <p>The Department of Justice must destroy records relating to the registration of&nbsp; certain rifles within one year after the enactment of this bill.</p>,2
118-hr179,hr,To promote accountability and transparency in future executive orders.,Referred to the House Committee on Agriculture.," <p>This bill requires the President to provide Congress and the public with certain information at least 30 days before issuing an executive order related to agriculture, food, and the livelihood of farmers, ranchers, and producers in the United States.</p> <p>Before issuing such an order, the President shall provide Congress and the public with (1) the executive order text, (2) a list of the federal laws affected, (3) information about how the President is working within the parameters of federal law and the Constitution, (4) information about how the executive order will be accomplished, and (5) a list of all the individuals and entities that the President engaged with before issuing the order.</p>",4
